Id,Label,community,frequency,degree_weighted,betweenness,pagerank
relacoes,relacoes,1,53,166.0000,0.000314,0.005137
posicao,posicao,0,43,158.0000,0.002134,0.004868
textil,textil,1,41,182.0000,0.005147,0.005368
ausencia,ausencia,8,27,187.0000,0.000000,0.005716
palavra,palavra,8,27,80.0000,0.000063,0.003022
computacional,computacional,7,26,115.0000,0.001883,0.004057
campo,campo,0,146,584.0000,0.116958,0.015652
agencia,agencia,2,41,201.0000,0.001695,0.006022
superficie,superficie,6,19,48.0000,0.000000,0.002114
termos,termos,3,64,204.0000,0.011361,0.006235
construcao,construcao,4,35,190.0000,0.000000,0.005448
compostagem,compostagem,1,35,163.0000,0.000126,0.004894
descricao,descricao,0,75,415.0000,0.056243,0.011241
metodo,metodo,0,113,538.0000,0.068608,0.014616
diferenca,diferenca,0,28,98.0000,0.000000,0.003256
pesquisa,pesquisa,0,225,980.0000,0.267628,0.025448
recusa,recusa,0,22,75.0000,0.000000,0.002719
parciais,parciais,1,39,244.0000,0.007595,0.007096
tecnico,tecnico,5,38,184.0000,0.007030,0.005551
tecnografia,tecnografia,0,25,101.0000,0.001004,0.003411
simultaneamente,simultaneamente,3,21,97.0000,0.002605,0.003250
politicas,politicas,7,20,53.0000,0.000126,0.002350
tecnociencia,tecnociencia,6,41,207.0000,0.001569,0.005868
obra,obra,1,26,107.0000,0.000000,0.003434
sistema,sistema,5,27,79.0000,0.000000,0.002826
conjunto,conjunto,5,26,93.0000,0.000000,0.003205
distintas,distintas,3,22,64.0000,0.000000,0.002533
tecnologia,tecnologia,5,55,215.0000,0.002071,0.006242
parte,parte,0,68,322.0000,0.001569,0.009025
acesso,acesso,6,28,111.0000,0.001935,0.003854
vocabulario,vocabulario,1,43,132.0000,0.000000,0.004096
argumento,argumento,1,41,144.0000,0.000000,0.004435
social,social,5,27,71.0000,0.000063,0.002684
instrumentos,instrumentos,6,19,85.0000,0.000000,0.002981
textual,textual,3,29,176.0000,0.000063,0.004944
objeto,objeto,4,115,489.0000,0.032813,0.012972
acao,acao,5,27,98.0000,0.000502,0.003316
spira,spira,5,43,178.0000,0.013684,0.005455
precisa,precisa,0,24,101.0000,0.000126,0.003358
formulacao,formulacao,0,51,181.0000,0.000251,0.005437
escolha,escolha,0,21,73.0000,0.000000,0.002643
relacao,relacao,2,76,344.0000,0.018643,0.009568
escrita,escrita,0,54,286.0000,0.004425,0.008056
decisao,decisao,7,25,95.0000,0.004975,0.003324
conexoes,conexoes,1,28,113.0000,0.000188,0.003854
humano,humano,2,124,445.0000,0.055929,0.012324
analise,analise,3,79,343.0000,0.004394,0.009227
manifesta,manifesta,8,23,166.0000,0.000377,0.005167
existencia,existencia,2,28,180.0000,0.000502,0.005352
letramento,letramento,5,30,145.0000,0.001130,0.004420
formula,formula,1,22,126.0000,0.000000,0.004071
questao,questao,0,27,80.0000,0.000000,0.002829
entrevistas,entrevistas,7,20,27.0000,0.000000,0.001565
efeitos,efeitos,0,19,75.0000,0.000000,0.002788
pesquisador,pesquisador,4,58,215.0000,0.007156,0.006232
costura,costura,1,24,103.0000,0.001444,0.003382
funcionam,funcionam,6,28,113.0000,0.000157,0.003914
haraway,haraway,1,70,308.0000,0.019114,0.008843
propriedade,propriedade,2,22,116.0000,0.000188,0.003875
ponto,ponto,0,38,156.0000,0.017701,0.004895
possivel,possivel,0,26,134.0000,0.000000,0.004189
principio,principio,1,24,101.0000,0.000000,0.003408
pessoa,pessoa,1,22,75.0000,0.000063,0.002775
problema,problema,1,26,96.0000,0.000000,0.003315
sistemas,sistemas,4,38,130.0000,0.000000,0.004029
funciona,funciona,6,22,91.0000,0.000000,0.003181
condicao,condicao,0,39,136.0000,0.000000,0.004351
barad,barad,1,19,96.0000,0.000000,0.003191
pensar,pensar,1,45,205.0000,0.000962,0.006193
artificial,artificial,4,106,703.0000,0.011613,0.016468
materiais,materiais,0,45,225.0000,0.011675,0.006850
plano,plano,2,39,235.0000,0.002636,0.006801
nocao,nocao,2,24,97.0000,0.000000,0.003326
movimento,movimento,3,21,73.0000,0.000000,0.002694
claude,claude,4,81,246.0000,0.015630,0.006838
momento,momento,0,24,92.0000,0.000000,0.003230
observacao,observacao,0,21,61.0000,0.000000,0.002327
actante,actante,3,57,193.0000,0.001318,0.005904
tecnica,tecnica,5,32,124.0000,0.000063,0.004139
mostra,mostra,2,23,57.0000,0.000000,0.002392
rede,rede,3,271,1280.0000,0.383215,0.032603
substancia,substancia,2,23,145.0000,0.009165,0.004548
latour,latour,1,133,607.0000,0.162702,0.016135
disponivel,disponivel,6,19,82.0000,0.000942,0.003019
natureza,natureza,2,19,60.0000,0.000000,0.002457
corporacao,corporacao,7,24,53.0000,0.000000,0.002289
entidade,entidade,2,21,73.0000,0.000063,0.002768
gestos,gestos,1,22,57.0000,0.000000,0.002293
produz,produz,0,34,154.0000,0.000126,0.004776
cortes,cortes,1,32,124.0000,0.000000,0.004070
secao,secao,1,50,248.0000,0.000251,0.007060
lugar,lugar,5,59,191.0000,0.000000,0.005692
etnografia,etnografia,0,165,850.0000,0.179116,0.022297
comunidades,comunidades,3,22,49.0000,0.000000,0.002144
sociais,sociais,5,46,270.0000,0.004771,0.007390
descreve,descreve,6,54,275.0000,0.000816,0.007777
simetria,simetria,1,23,149.0000,0.003829,0.004512
desenvolve,desenvolve,1,21,89.0000,0.000000,0.003101
centro,centro,4,42,140.0000,0.000000,0.004106
