Source,Target,Type,Weight,npmi
digital,conceito,Undirected,2.00,0.0511
digital,etnografia,Undirected,44.00,0.3663
digital,laboratorio,Undirected,2.00,0.0783
digital,comunidades,Undirected,2.00,0.1747
digital,claude,Undirected,3.00,0.0684
digital,escrita,Undirected,2.00,0.0643
digital,parte,Undirected,3.00,0.0882
digital,ciencia,Undirected,3.00,-0.0056
digital,formulacao,Undirected,3.00,0.0750
digital,pesquisa,Undirected,9.00,0.0994
digital,mundo,Undirected,6.00,0.2586
digital,simultaneamente,Undirected,3.00,0.2212
digital,material,Undirected,6.00,0.2458
digital,metodo,Undirected,3.00,0.0402
digital,dado,Undirected,3.00,0.0818
digital,pratica,Undirected,3.00,0.0605
digital,pesquisador,Undirected,2.00,0.0385
digital,termo,Undirected,4.00,0.1995
digital,relacao,Undirected,4.00,0.1262
digital,inteligencia,Undirected,2.00,0.0031
digital,descreve,Undirected,4.00,0.1631
efeito,obra,Undirected,2.00,0.2018
efeito,etnografia,Undirected,19.00,0.2516
efeito,momento,Undirected,2.00,0.1807
efeito,strathern,Undirected,7.00,0.2541
efeito,kofes,Undirected,2.00,0.1733
efeito,cadeia,Undirected,3.00,0.2565
efeito,comunidades,Undirected,2.00,0.2182
efeito,humano,Undirected,2.00,0.0450
efeito,plano,Undirected,6.00,0.3311
efeito,relacao,Undirected,12.00,0.3444
efeito,propriedade,Undirected,10.00,0.4645
efeito,actante,Undirected,2.00,0.1059
efeito,rede,Undirected,9.00,0.1291
efeito,substancia,Undirected,7.00,0.4012
efeito,inscricao,Undirected,2.00,0.0525
efeito,dado,Undirected,2.00,0.0783
efeito,decisoes,Undirected,2.00,0.1929
efeito,termo,Undirected,3.00,0.2062
efeito,efeitos,Undirected,2.00,0.2223
seguir,latour,Undirected,3.00,0.0243
seguir,ciencia,Undirected,4.00,0.0692
seguir,acao,Undirected,6.00,0.2976
seguir,cientista,Undirected,7.00,0.2938
seguir,etnografia,Undirected,5.00,0.0447
seguir,armadilha,Undirected,3.00,0.2275
seguir,ator,Undirected,10.00,0.2778
seguir,actante,Undirected,22.00,0.4240
seguir,efeitos,Undirected,3.00,0.2275
seguir,principio,Undirected,2.00,0.1490
seguir,pensar,Undirected,3.00,0.1320
seguir,decisao,Undirected,2.00,0.1673
seguir,associacao,Undirected,7.00,0.2673
seguir,analise,Undirected,2.00,0.0189
seguir,gesto,Undirected,2.00,0.0216
seguir,rede,Undirected,5.00,-0.0033
seguir,dado,Undirected,2.00,0.0301
seguir,spira,Undirected,2.00,0.0890
seguir,movimento,Undirected,2.00,0.1799
