Id,Label,community,frequency,degree_weighted,betweenness,pagerank
seguir,seguir,0,70,363.0000,0.076800,0.013434
trajetoria,trajetoria,0,47,216.0000,0.021279,0.008530
entrevista,entrevista,5,17,48.0000,0.000000,0.002363
comercial,comercial,2,23,99.0000,0.003327,0.004536
sigo,sigo,0,22,121.0000,0.000126,0.005056
cientifico,cientifico,1,40,166.0000,0.007721,0.006649
corte,corte,0,23,87.0000,0.003139,0.003956
lado,lado,1,19,38.0000,0.000251,0.002271
recursos,recursos,1,37,117.0000,0.000063,0.005148
registro,registro,3,25,108.0000,0.000000,0.004628
grupo,grupo,1,28,112.0000,0.000502,0.004842
cadeia,cadeia,0,24,82.0000,0.000690,0.003975
tornou,tornou,0,26,100.0000,0.000000,0.004256
modelo,modelo,4,76,248.0000,0.031888,0.010104
mundo,mundo,2,18,51.0000,0.000000,0.002647
interesses,interesses,1,18,64.0000,0.000000,0.003124
empresas,empresas,6,21,62.0000,0.000000,0.002978
publico,publico,6,85,380.0000,0.045980,0.014089
instituicao,instituicao,6,69,241.0000,0.010012,0.009192
inteligencia,inteligencia,7,52,346.0000,0.063461,0.012001
fontes,fontes,1,24,72.0000,0.000126,0.003464
associacao,associacao,0,62,188.0000,0.011236,0.007453
brasileiro,brasileiro,7,25,134.0000,0.010294,0.005373
relatorios,relatorios,1,34,160.0000,0.006575,0.006437
momentos,momentos,0,17,54.0000,0.000000,0.002747
hollerith,hollerith,2,62,289.0000,0.059868,0.011485
saude,saude,1,31,109.0000,0.000000,0.004688
maior,maior,1,36,122.0000,0.010671,0.005289
sustenta,sustenta,0,17,71.0000,0.000000,0.003321
ciencia,ciencia,2,42,143.0000,0.019710,0.005970
frentes,frentes,1,23,86.0000,0.000063,0.003886
inscricao,inscricao,0,19,67.0000,0.000000,0.003293
contexto,contexto,2,16,55.0000,0.000565,0.002834
periodo,periodo,1,21,77.0000,0.000000,0.003524
passagem,passagem,0,19,71.0000,0.000063,0.003423
pergunta,pergunta,5,43,195.0000,0.028812,0.007762
descrevo,descrevo,0,32,171.0000,0.007281,0.006873
conta,conta,2,23,67.0000,0.002448,0.003571
resposta,resposta,5,25,109.0000,0.000000,0.004625
gente,gente,1,25,89.0000,0.000126,0.004071
pessoas,pessoas,2,17,44.0000,0.000063,0.002593
ator,ator,0,62,289.0000,0.057278,0.010952
grupos,grupos,1,22,54.0000,0.000000,0.002771
infraestrutura,infraestrutura,6,57,221.0000,0.018015,0.008919
conhecimento,conhecimento,0,37,100.0000,0.000000,0.004502
aberto,aberto,4,28,149.0000,0.010012,0.006309
tomo,tomo,0,16,65.0000,0.000000,0.003194
historica,historica,0,24,123.0000,0.006873,0.005255
translacao,translacao,0,19,71.0000,0.007344,0.003449
fato,fato,3,20,66.0000,0.000000,0.003138
arranjo,arranjo,0,98,357.0000,0.027337,0.013391
laboratorio,laboratorio,3,66,262.0000,0.021907,0.009891
novembro,novembro,3,21,99.0000,0.000565,0.004234
estatistica,estatistica,2,23,72.0000,0.000000,0.003472
global,global,6,17,73.0000,0.000126,0.003378
investimento,investimento,1,21,65.0000,0.000000,0.003051
torna,torna,4,23,65.0000,0.000000,0.003205
maquina,maquina,2,67,283.0000,0.031071,0.011040
khipu,khipu,2,21,37.0000,0.000220,0.002325
pratica,pratica,0,31,89.0000,0.000690,0.004233
evento,evento,5,17,55.0000,0.000000,0.002723
abertura,abertura,4,18,66.0000,0.000000,0.003157
leitura,leitura,2,28,81.0000,0.000063,0.003704
fapesp,fapesp,1,58,264.0000,0.060793,0.010180
producao,producao,1,25,110.0000,0.000000,0.004737
partir,partir,1,54,158.0000,0.001695,0.006510
cientista,cientista,0,17,71.0000,0.000000,0.003259
material,material,1,34,99.0000,0.002071,0.004526
servicos,servicos,6,21,50.0000,0.000000,0.002602
computacao,computacao,2,35,119.0000,0.002699,0.005087
linguagem,linguagem,4,31,108.0000,0.006277,0.004929
mapa,mapa,0,17,73.0000,0.000000,0.003349
tecnicas,tecnicas,2,21,73.0000,0.000000,0.003561
dezembro,dezembro,3,18,82.0000,0.002762,0.003618
computacional,computacional,6,18,55.0000,0.000000,0.002794
registros,registros,0,25,92.0000,0.000000,0.004002
dado,dado,4,76,221.0000,0.046011,0.009088
posicao,posicao,0,33,104.0000,0.000000,0.004509
relatorio,relatorio,1,36,107.0000,0.001004,0.004722
relacoes,relacoes,6,24,76.0000,0.000000,0.003573
termo,termo,1,16,32.0000,0.000000,0.002007
inovacao,inovacao,7,31,142.0000,0.000000,0.005553
obia,obia,7,18,101.0000,0.000000,0.004263
campo,campo,0,68,221.0000,0.000942,0.008779
investigacao,investigacao,0,19,90.0000,0.000063,0.004020
termos,termos,1,38,96.0000,0.000126,0.004152
claudio,claudio,5,164,859.0000,0.229960,0.029299
desenvolvimento,desenvolvimento,2,16,67.0000,0.000000,0.003255
research,research,3,24,132.0000,0.008788,0.005373
metodo,metodo,0,21,70.0000,0.000000,0.003353
descricao,descricao,0,20,90.0000,0.000188,0.004049
diferenca,diferenca,0,18,63.0000,0.000063,0.003136
pesquisa,pesquisa,1,161,753.0000,0.282641,0.027590
porta,porta,0,22,98.0000,0.000000,0.004131
negocio,negocio,4,21,92.0000,0.003515,0.004205
segui,segui,0,26,139.0000,0.000000,0.005366
linguas,linguas,4,20,82.0000,0.000063,0.004025
brasil,brasil,3,70,338.0000,0.067588,0.012781
tecnociencia,tecnociencia,0,20,79.0000,0.000534,0.003837
historia,historia,2,26,95.0000,0.000502,0.004273
dinheiro,dinheiro,1,24,84.0000,0.008035,0.003850
sistema,sistema,2,37,97.0000,0.000000,0.004308
financiamento,financiamento,1,43,167.0000,0.012366,0.006819
projeto,projeto,4,23,85.0000,0.001883,0.003972
base,base,1,20,75.0000,0.000031,0.003547
conjunto,conjunto,1,16,39.0000,0.000000,0.002305
tecnologia,tecnologia,2,86,276.0000,0.057937,0.011059
parte,parte,1,43,166.0000,0.001004,0.006804
acesso,acesso,3,36,133.0000,0.010294,0.005639
vocabulario,vocabulario,7,22,81.0000,0.000000,0.003709
publicacoes,publicacoes,1,39,147.0000,0.005398,0.006106
aprendizado,aprendizado,2,17,97.0000,0.000000,0.004081
acordo,acordo,1,27,83.0000,0.000879,0.003798
projetos,projetos,1,22,70.0000,0.000126,0.003362
objeto,objeto,0,21,59.0000,0.000000,0.002981
escala,escala,2,37,130.0000,0.001758,0.005680
logica,logica,3,19,63.0000,0.000000,0.003215
acao,acao,0,20,81.0000,0.000000,0.003806
empresa,empresa,7,80,276.0000,0.044081,0.010622
documentos,documentos,5,23,102.0000,0.000690,0.004350
ecossistema,ecossistema,7,60,253.0000,0.030224,0.009478
censo,censo,2,21,73.0000,0.000534,0.003606
