Source,Target,Type,Weight,npmi
entrevista,pesquisa,Undirected,6.00,0.1415
entrevista,marcelo,Undirected,100.00,0.5043
entrevista,spira,Undirected,18.00,0.0261
entrevista,etnografia,Undirected,9.00,0.2143
entrevista,covid,Undirected,3.00,0.0019
entrevista,cadeia,Undirected,9.00,0.0161
entrevista,artigos,Undirected,19.00,0.2066
entrevista,condicao,Undirected,4.00,0.0405
entrevista,momento,Undirected,6.00,0.1570
entrevista,movimento,Undirected,3.00,0.0631
entrevista,pratica,Undirected,3.00,-0.0192
entrevista,diferentes,Undirected,3.00,0.0867
entrevista,artigo,Undirected,16.00,0.1035
entrevista,secao,Undirected,3.00,-0.0145
entrevista,resultado,Undirected,3.00,0.0482
entrevista,projeto,Undirected,9.00,0.0737
entrevista,torna,Undirected,3.00,0.0125
entrevista,respiratoria,Undirected,3.00,-0.0319
entrevista,codigo,Undirected,3.00,0.0564
entrevista,partir,Undirected,6.00,0.0587
dataset,spira,Undirected,63.00,0.2439
dataset,covideiro,Undirected,9.00,0.0060
dataset,partir,Undirected,10.00,0.1375
dataset,secao,Undirected,11.00,0.1577
dataset,dado,Undirected,5.00,-0.0233
dataset,pacientes,Undirected,3.00,-0.0001
dataset,covid,Undirected,8.00,0.1318
dataset,modelo,Undirected,9.00,0.0613
dataset,deteccao,Undirected,4.00,0.1514
dataset,sistema,Undirected,3.00,0.0277
dataset,analise,Undirected,6.00,0.0929
dataset,audio,Undirected,13.00,0.1716
dataset,projeto,Undirected,7.00,0.0533
dataset,condicoes,Undirected,3.00,-0.0290
dataset,repositorio,Undirected,3.00,0.1108
dataset,possivel,Undirected,5.00,0.1360
dataset,insuficiencia,Undirected,4.00,0.0168
dataset,pandemico,Undirected,5.00,0.1324
dataset,enfermaria,Undirected,3.00,0.0387
dataset,torna,Undirected,4.00,0.0556
dataset,artigos,Undirected,4.00,0.0088
dataset,ruido,Undirected,6.00,0.0972
dataset,condicao,Undirected,7.00,0.1209
dataset,acustica,Undirected,5.00,0.1602
