Source,Target,Type,Weight,npmi
digital,estudos,Undirected,8.00,0.1861
digital,ciencia,Undirected,6.00,0.0239
digital,tecnologia,Undirected,30.00,0.3249
digital,tecnica,Undirected,6.00,0.1117
digital,grupo,Undirected,3.00,0.1587
digital,parte,Undirected,3.00,0.0498
digital,etnografia,Undirected,10.00,0.2293
digital,lado,Undirected,3.00,0.0956
digital,subcampos,Undirected,2.00,0.0827
digital,antropologia,Undirected,50.00,0.4818
digital,sociologia,Undirected,24.00,0.4137
digital,graduacao,Undirected,2.00,0.0827
digital,campo,Undirected,2.00,-0.0843
digital,metodo,Undirected,3.00,0.1222
digital,brasil,Undirected,6.00,0.2116
digital,cultura,Undirected,3.00,0.1458
digital,questao,Undirected,2.00,0.0934
digital,dado,Undirected,6.00,0.0631
digital,social,Undirected,2.00,0.0077
digital,reune,Undirected,4.00,0.1963
digital,figuras,Undirected,4.00,0.1366
digital,partir,Undirected,4.00,0.0411
digital,termo,Undirected,2.00,0.0327
digital,mundo,Undirected,3.00,0.1325
digital,conjunto,Undirected,2.00,0.0731
digital,imagem,Undirected,3.00,0.1499
digital,producao,Undirected,2.00,0.0286
digital,vida,Undirected,2.00,0.1052
digital,inteligencia,Undirected,3.00,-0.1069
digital,artificial,Undirected,2.00,-0.1459
trajetoria,registro,Undirected,8.00,0.2583
trajetoria,descrevo,Undirected,2.00,0.1793
trajetoria,figural,Undirected,2.00,0.1927
trajetoria,obras,Undirected,2.00,0.0531
trajetoria,trajectory,Undirected,5.00,0.3115
trajetoria,movimento,Undirected,4.00,0.2548
trajetoria,textual,Undirected,2.00,0.1479
trajetoria,momento,Undirected,3.00,0.1948
trajetoria,objeto,Undirected,3.00,0.0801
trajetoria,forsythe,Undirected,2.00,0.1328
trajetoria,permanece,Undirected,3.00,0.2360
trajetoria,estudos,Undirected,3.00,0.1363
trajetoria,sociais,Undirected,2.00,0.0931
trajetoria,descricao,Undirected,3.00,0.1802
trajetoria,actante,Undirected,2.00,0.1535
trajetoria,ator,Undirected,3.00,0.1108
trajetoria,maquina,Undirected,3.00,0.1086
trajetoria,figuras,Undirected,3.00,0.1782
trajetoria,brasileira,Undirected,3.00,0.1858
trajetoria,mostra,Undirected,2.00,0.1068
trajetoria,leitura,Undirected,3.00,0.0697
trajetoria,inscricao,Undirected,6.00,0.3385
trajetoria,pergunta,Undirected,2.00,0.1100
trajetoria,disponivel,Undirected,4.00,0.2455
graduacao,sociais,Undirected,6.00,0.2119
graduacao,artigo,Undirected,2.00,0.1298
graduacao,ciencia,Undirected,6.00,0.0845
graduacao,recorte,Undirected,4.00,0.2008
graduacao,sociologia,Undirected,7.00,0.2967
graduacao,antropologia,Undirected,7.00,0.2076
graduacao,social,Undirected,2.00,0.0613
graduacao,grupo,Undirected,2.00,0.1631
graduacao,rede,Undirected,2.00,-0.0355
graduacao,reune,Undirected,6.00,0.3142
graduacao,capes,Undirected,6.00,0.1860
